open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,anomaly,anomaly_flag
17881.34534777515,17891.977885978566,17870.616330985733,17873.592620350842,1550,17882.507142188868,74368,394400,319900,19950,17100,-52882.0,714300,3000.0,1,0
17848.808309133838,17858.21450412904,17840.165868460877,17842.935011604546,4620,17846.34921655133,97729,392700,323100,16150,16400,23361.0,715800,1500.0,1,0
17854.57967950038,17859.686145336927,17838.052654495517,17851.868229209616,3490,17852.88279826911,106697,390700,322500,18750,18600,8968.0,713200,-2600.0,1,0
17802.351134986766,17808.62404651954,17788.020706424348,17790.371301605745,1560,17798.2610810806,107677,399700,316400,16150,16550,980.0,716100,2900.0,1,0
17767.096860325048,17780.756069329786,17759.46078198008,17759.81894345142,850,17762.538225259006,93208,407900,320700,16750,17250,-14469.0,728600,12500.0,1,0
17772.521838320907,17773.809498219005,17761.668122627692,17768.290015383438,1960,17772.449983992727,89683,405700,311300,17450,16450,-3525.0,717000,-11600.0,1,0
17792.39728899424,17804.144967141303,17791.565285391996,17800.17602883846,3110,17806.56798068488,105065,394400,307800,18900,18750,15382.0,702200,-14800.0,1,0
17797.149426286273,17800.492768871245,17795.701595241757,17799.485847889177,4580,17808.255068814233,107051,389200,324200,17400,19100,1986.0,713400,11200.0,1,0
17794.24032092243,17799.193718907027,17786.489211851494,17795.96271362572,2080,17800.91451931064,87451,392800,318100,16800,17800,-19600.0,710900,-2500.0,1,0
17786.383131257793,17811.810623672853,17785.741458700657,17793.950329838157,3140,17794.374548579326,83499,388600,316500,17000,16800,-3952.0,705100,-5800.0,1,0
17747.157973457055,17750.604000688327,17739.388637611548,17745.938994042146,2510,17759.05507262112,124227,398400,324200,16800,16800,40728.0,722600,17500.0,1,0
17728.18281301611,17734.35349376461,17718.048151690517,17731.64392913691,4700,17743.330900750385,102153,400800,323700,16000,19350,-22074.0,724500,1900.0,1,0
17716.11477171264,17721.72777743327,17714.425619962396,17715.200427501695,2040,17713.333227534316,54565,401000,323400,19100,16650,-47588.0,724400,-100.0,1,0
17744.406647325693,17752.95638742043,17742.339042876578,17746.76099604401,620,17745.45605056562,124350,404700,323300,18750,19350,69785.0,728000,3600.0,1,0
17753.732495198117,17768.633865746877,17742.187116798512,17748.55942453987,3460,17747.9239543274,88057,381500,325900,17800,17900,-36293.0,707400,-20600.0,1,0
17707.02077701421,17723.9455064885,17680.230438589308,17685.428683967744,4330,17693.46786558858,101334,401100,327100,17800,16600,13277.0,728200,20800.0,1,0
17715.80786916334,17727.42206490102,17712.575845647585,17714.618437244277,3710,17727.91401935745,107497,400200,320000,16300,19800,6163.0,720200,-8000.0,1,0
17705.754815145894,17720.337511021262,17695.72077781978,17718.35022997664,1340,17719.202801904692,70326,403900,321500,19050,18700,-37171.0,725400,5200.0,1,0
17687.962695690356,17703.75980062517,17684.867976879523,17696.154127431866,3290,17700.591977942524,94223,400200,319100,17650,18500,23897.0,719300,-6100.0,1,0
17704.376147065435,17713.628785897145,17696.450301757344,17712.922027164754,2940,17712.465356894165,126351,405600,323800,17900,19350,32128.0,729400,10100.0,1,0
17731.954453096463,17753.02347783916,17722.531216458876,17742.913959925034,3490,17755.512454899803,121787,405300,327900,16450,18150,-4564.0,733200,3800.0,1,0
17756.91945538857,17761.145928296402,17736.163145900857,17757.706598239478,4110,17765.652257465812,94192,411700,324200,17900,17550,-27595.0,735900,2700.0,1,0
17734.75798842642,17746.250506379667,17727.12533164388,17736.507661585496,4030,17735.667116618653,114316,403100,314900,18150,18100,20124.0,718000,-17900.0,1,0
17726.711451999086,17739.301886807476,17716.50357147121,17721.236983535015,3650,17713.604405417496,116950,395300,308700,18550,18350,2634.0,704000,-14000.0,1,0
17735.69931376755,17736.705643074198,17726.452807735393,17732.89642719968,580,17741.962833633967,115930,406800,317300,16750,16900,-1020.0,724100,20100.0,1,0
17761.848891911042,17769.285758841997,17752.604256541843,17767.317508968157,4350,17767.81951667363,77079,407800,317700,18950,19400,-38851.0,725500,1400.0,1,0
17749.26444000512,17770.913036804715,17738.035736961225,17759.948471620377,2960,17767.990525284873,132823,388200,321900,19050,19800,55744.0,710100,-15400.0,1,0
17744.499606920803,17753.655371614655,17738.998816247287,17743.262404728797,3610,17748.374364623487,90723,399600,319800,18050,16850,-42100.0,719400,9300.0,1,0
17715.254138017342,17720.52877431162,17703.53565926392,17711.266529398818,4630,17705.062470925877,102186,398100,323300,17950,17050,11463.0,721400,2000.0,1,0
17683.672817848605,17688.893240286427,17681.842693972627,17683.677485974447,3270,17682.934187613104,92974,400800,322900,17700,16250,-9212.0,723700,2300.0,1,0
17705.415671726798,17711.908387837382,17696.28830619453,17710.73797942402,2870,17712.398477890903,104595,412500,326200,17650,19550,11621.0,738700,15000.0,-1,1
17741.64894037209,17742.290114386902,17721.55109746496,17728.84075773774,2520,17728.792233957753,82714,405500,316400,17850,16300,-21881.0,721900,-16800.0,1,0
17739.91007463466,17753.216975091695,17712.127598110357,17719.543052822788,2960,17723.704496110975,95497,401900,322200,19800,17400,12783.0,724100,2200.0,1,0
17766.811725663356,17773.730451215735,17757.019110579327,17761.92108338688,2840,17767.612259274818,103655,407100,317600,17800,17500,8158.0,724700,600.0,1,0
17776.62978429933,17788.638545609345,17762.723122981035,17765.779707865044,1300,17778.869676146966,124492,408900,309400,16700,19100,20837.0,718300,-6400.0,1,0
17759.613617349725,17767.48282389991,17754.085196276752,17755.101430562896,4050,17761.167710302656,122078,405900,319800,18550,18800,-2414.0,725700,7400.0,1,0
17769.42129008777,17769.97782460725,17766.79563323337,17768.108304716043,620,17779.610139945682,123091,395100,310300,17700,16000,1013.0,705400,-20300.0,1,0
17810.641750456274,17812.806842866627,17799.82267227099,17806.60542793774,3760,17807.61960251486,117373,389700,321500,18450,19000,-5718.0,711200,5800.0,1,0
17809.862746788458,17825.418982709318,17807.989442079157,17822.796870505004,650,17832.591638473055,136933,400800,318600,16850,16600,19560.0,719400,8200.0,1,0
17851.88948688447,17866.916759181888,17838.22980512406,17854.805992598518,940,17856.335088411906,94197,398100,313700,19950,17800,-42736.0,711800,-7600.0,1,0
17782.05385954467,17786.506992955816,17775.135797849918,17784.725385167676,3700,17783.389662648362,96844,401900,313600,19400,19600,2647.0,715500,3700.0,1,0
17804.16809151492,17811.77155167435,17793.736539133824,17809.707031805065,1880,17808.143641803577,96021,404300,323200,18450,19750,-823.0,727500,12000.0,1,0
17806.671010062273,17816.87450093445,17783.201125795753,17796.53159673043,3750,17785.98561097903,98777,398100,317900,19200,17450,2756.0,716000,-11500.0,1,0
17798.864300282625,17815.03356428931,17791.60098433377,17808.111805131182,1970,17816.23630714425,71275,404700,321800,16200,19600,-27502.0,726500,10500.0,1,0
17801.492339338693,17815.366726201926,17787.86739956695,17800.817980655516,4040,17797.48818615122,105295,395700,309300,16400,16400,34020.0,705000,-21500.0,1,0
17748.676321436884,17768.212778434066,17745.996618297446,17754.62639316449,2850,17765.67764620749,109921,399800,313600,18800,17400,4626.0,713400,8400.0,1,0
17743.00638619147,17757.46376156124,17728.64367638479,17733.497401326014,2400,17736.11723915873,94851,395600,316000,18250,18300,-15070.0,711600,-1800.0,1,0
17752.69083422126,17755.99883143294,17722.325652705462,17738.899134719235,1500,17734.17243786559,64853,402700,322100,17450,16000,-29998.0,724800,13200.0,1,0
17792.267304122503,17801.703323275582,17791.957651590117,17799.543359832933,1540,17797.134742554408,100428,399600,317100,17000,18700,35575.0,716700,-8100.0,1,0
17778.618661097113,17798.768728865678,17771.487662414303,17781.96468180956,2990,17786.538033889326,74105,392600,325900,17800,19000,-26323.0,718500,1800.0,1,0
17757.248452083124,17761.28640347871,17739.058870860812,17749.23947529947,4450,17742.778978579463,108546,398100,323500,16400,16100,34441.0,721600,3100.0,1,0
17744.066183256055,17753.291381208215,17726.685035435385,17736.35050362042,4950,17743.036815147505,102386,402400,325500,17250,16300,-6160.0,727900,6300.0,1,0
17768.625037358604,17784.025309576984,17763.550460427177,17778.623751702737,1430,17774.091986083487,104347,410300,316600,18000,16500,1961.0,726900,-1000.0,1,0
17777.56715572668,17778.787683184444,17766.60537780151,17766.994730826045,2690,17766.60931319388,78779,391600,312100,17900,19600,-25568.0,703700,-23200.0,1,0
17763.623631040995,17786.7274550122,17755.13437092615,17778.21354308626,3470,17782.829053562175,125231,399000,317600,17300,17100,46452.0,716600,12900.0,1,0
17777.482905262612,17779.32823777791,17765.175011456096,17769.47752040545,3880,17775.524175203733,103404,404200,314800,19650,19800,-21827.0,719000,2400.0,1,0
17780.249587067538,17788.661127889733,17779.841274048416,17785.92497095338,4910,17793.738611280813,81715,403400,321100,18200,16150,-21689.0,724500,5500.0,1,0
17806.28055068673,17816.034113479982,17803.207327660675,17803.354814300066,1820,17799.937214584992,111592,395500,313800,19150,18850,29877.0,709300,-15200.0,1,0
17787.7168653499,17800.917193631954,17781.6394738809,17793.081528970317,4100,17794.99364756794,101954,396300,304300,19300,19700,-9638.0,700600,-8700.0,1,0
17779.15426186498,17795.14416665295,17769.067279838437,17774.317318475165,2040,17783.700377932022,136738,394800,317100,17600,18150,34784.0,711900,11300.0,1,0
17768.877997355048,17775.409846100167,17765.476245871374,17767.43167371163,770,17769.34231953221,88942,393600,315000,17700,16450,-47796.0,708600,-3300.0,1,0
17730.09055429436,17745.135966174872,17729.526302482343,17730.453304636943,3310,17735.56468112262,75049,400200,320000,17700,16150,-13893.0,720200,11600.0,1,0
17738.145043147968,17740.300770548023,17725.960887181125,17729.25656992243,1650,17733.666399423408,105786,395100,318200,17850,16950,30737.0,713300,-6900.0,1,0
17745.26980951816,17751.863181005094,17732.159494100822,17751.84287346363,3540,17762.323049273575,120244,393100,314600,19200,18750,14458.0,707700,-5600.0,1,0
17745.58337448829,17755.080501584296,17738.74468518618,17741.029737421923,2830,17742.098230708765,146459,396800,318700,17950,19650,26215.0,715500,7800.0,1,0
17739.517538976328,17750.798917939665,17720.708546737038,17737.489912872537,4540,17733.64114932443,168372,400600,322800,17200,19800,21913.0,723400,7900.0,1,0
17702.072518644825,17703.053324633842,17685.453554934382,17693.27149627573,500,17691.67270453725,68959,399000,315300,16700,17450,-99413.0,714300,-9100.0,-1,1
17691.083510621873,17694.517730763004,17661.589175125413,17668.41828125196,3970,17672.952937236685,97295,397800,318500,17200,19000,28336.0,716300,2000.0,1,0
17682.168181930265,17682.662579318057,17672.78184725077,17680.479289417406,2890,17675.690315477474,75115,400700,323700,19850,17650,-22180.0,724400,8100.0,1,0
17661.078588039145,17685.371230594897,17654.68005186501,17682.383283321054,1070,17683.031798953092,95052,392800,324700,18300,18450,19937.0,717500,-6900.0,1,0
17656.98295434732,17671.78178059248,17653.02350433731,17663.90982661598,3840,17667.84225309079,149544,407500,321700,16350,19000,54492.0,729200,11700.0,-1,1
17667.864354356137,17667.90172064361,17666.293711732713,17667.694209467856,2320,17667.16457384328,83605,397900,331400,17600,16750,-65939.0,729300,100.0,1,0
17718.099630204724,17723.582374748796,17707.638959670756,17715.770667252837,3860,17721.05095854,99560,391900,319700,17300,16700,15955.0,711600,-17700.0,1,0
17722.91724666761,17737.634747307653,17722.098653550736,17723.116327247197,750,17730.51260069252,88382,399200,315400,16950,17100,-11178.0,714600,3000.0,1,0
17729.942684320904,17738.17410309594,17716.072354000764,17734.79287959768,4580,17740.76015111339,79934,409500,313100,19350,17950,-8448.0,722600,8000.0,1,0
17728.140192648523,17730.90270540987,17716.402792549827,17717.673385082988,1260,17712.991463526803,135855,395100,317300,17200,18950,55921.0,712400,-10200.0,1,0
17677.36595544133,17700.647742869896,17669.662827685348,17687.215091635706,4660,17691.172688368923,69214,396200,325200,16400,16500,-66641.0,721400,9000.0,1,0
17676.839693715727,17706.422348428692,17665.781070434132,17683.162534132196,2660,17687.5343900095,98349,402700,325100,16850,19400,29135.0,727800,6400.0,1,0
17678.61357076007,17688.396039692965,17665.06717155697,17684.961834718484,3770,17686.47780670474,101759,395400,316700,19400,16850,3410.0,712100,-15700.0,1,0
17744.23189344955,17748.96357706155,17730.21893734378,17748.122101044093,3740,17753.339930097834,99339,401700,320000,16900,16950,-2420.0,721700,9600.0,1,0
17739.290077701204,17744.030054874675,17733.863986849705,17739.464070491795,3110,17744.488372294003,93685,412700,325800,18400,17300,-5654.0,738500,16800.0,1,0
17747.493220365206,17755.625772835952,17737.413107017917,17753.46402047699,720,17756.530708206683,132286,400300,325900,19400,18150,38601.0,726200,-12300.0,1,0
17746.746640654685,17752.534171840423,17745.380161880927,17751.99802839962,2930,17750.200079350878,57762,396000,322400,19450,18250,-74524.0,718400,-7800.0,1,0
17715.84070117835,17725.83048881143,17711.270307841478,17712.70463675997,2070,17716.10571896775,108729,400500,314900,17500,16050,50967.0,715400,-3000.0,1,0
17746.413309577296,17747.177389106582,17737.434611717836,17741.32362250883,2550,17754.808434963954,109619,397400,314500,19350,17500,890.0,711900,-3500.0,1,0
17766.618438802725,17774.158748189853,17758.76560360865,17767.52325976948,3590,17768.985667142533,105739,417000,324600,16850,17350,-3880.0,741600,29700.0,-1,1
17787.889772698414,17810.479977221843,17786.711350406564,17801.66667255366,1360,17810.820140689408,83383,400900,323000,17550,16650,-22356.0,723900,-17700.0,1,0
17763.81982589507,17765.748364542043,17749.427933128492,17752.814188476616,3160,17756.571697754127,124100,407400,316000,19500,19600,40717.0,723400,-500.0,1,0
17801.41567058488,17806.10221977081,17776.60895476702,17788.35365695351,4640,17787.638232625904,123099,394300,323000,16100,17900,-1001.0,717300,-6100.0,1,0
17764.200239899947,17769.90442120513,17761.20269032354,17765.663662187657,1830,17767.63602376493,82678,396500,322800,16250,18500,-40421.0,719300,2000.0,1,0
17780.02249440998,17786.252001960955,17777.681685045358,17780.474886651824,3160,17783.94099265234,76042,406000,316400,16300,16050,-6636.0,722400,3100.0,1,0
17838.71648536623,17841.013373432907,17837.315924668335,17840.26258176913,3820,17847.337377666983,72177,415200,303400,18100,19500,-3865.0,718600,-3800.0,1,0
17812.40944432173,17814.696409907014,17801.63150321292,17814.582141444927,3170,17830.864912417725,104508,402800,330200,16500,19100,32331.0,733000,14400.0,1,0
17797.463152060314,17801.733004050966,17781.31707083963,17795.476935109153,4990,17799.327865316824,100935,394800,321700,16850,19450,-3573.0,716500,-16500.0,1,0
17800.30166527197,17815.95444344316,17792.49877677602,17813.56167459556,1020,17810.54659088167,92777,407200,324400,18550,16300,-8158.0,731600,15100.0,1,0
17787.04158191214,17803.373285828777,17764.23603236164,17772.803909095237,1480,17767.536525965454,141626,406600,324500,18950,19700,48849.0,731100,-500.0,1,0
17745.894546495387,17749.734526345703,17735.83426403295,17738.54333607847,2960,17739.846491587232,90778,410300,321900,19900,17500,-50848.0,732200,1100.0,1,0
17747.897185413134,17754.941489682507,17731.63702011641,17746.98090797962,850,17744.52425783416,103749,399200,317100,16400,19450,12971.0,716300,-15900.0,1,0
17719.816416940597,17722.451141706086,17687.969461932847,17705.257914904585,4500,17711.76232895465,96113,402100,318200,18400,17950,-7636.0,720300,4000.0,1,0
17732.58617053623,17734.770677994267,17730.485333064345,17731.0269938462,770,17737.579968592545,139262,403700,332500,19100,16200,43149.0,736200,15900.0,-1,1
17708.324454795125,17731.776174035127,17701.694459925322,17723.035381178463,2690,17725.803849929227,60206,395100,312700,17100,16500,-79056.0,707800,-28400.0,-1,1
17749.71995843868,17756.22405178598,17746.02090282602,17749.905323097762,4550,17756.955868272405,93801,396500,315600,19550,17550,33595.0,712100,4300.0,1,0
17729.055703769565,17744.778558030266,17718.709729037797,17731.100758373763,1510,17734.99145488154,112285,403400,317700,18950,16300,18484.0,721100,9000.0,1,0
17720.670208198313,17722.093453745456,17709.300619126538,17709.504726092506,3120,17722.96876912434,95552,396100,316400,16850,18700,-16733.0,712500,-8600.0,1,0
17742.484936691977,17746.78016121036,17725.677990419474,17737.017045193126,3200,17743.896125255942,73913,404600,329200,19450,16150,-21639.0,733800,21300.0,1,0
17709.934369543702,17718.490448997523,17697.023888044718,17706.612017908086,2730,17714.910843536858,103531,400200,311900,17100,16450,29618.0,712100,-21700.0,1,0
17716.15501190716,17717.708527862385,17703.807513625303,17713.340666955282,1880,17709.18798284157,67573,397700,312000,18700,19000,-35958.0,709700,-2400.0,1,0
17751.10291379504,17766.843388421483,17745.12265504111,17762.47820924701,3290,17759.789491656065,113404,389100,323700,16150,17250,45831.0,712800,3100.0,1,0
17708.529658765856,17713.549869427705,17700.0513711382,17713.467603110497,3350,17719.554863315498,91734,403200,310600,17600,19450,-21670.0,713800,1000.0,1,0
17713.61186443878,17716.330736224427,17679.756165400257,17703.767897012367,2990,17699.080522568805,88370,404600,326100,18750,16300,-3364.0,730700,16900.0,1,0
17720.695611011022,17738.949132353937,17719.37138158807,17722.87972908365,3710,17723.104051952367,120923,379900,319700,19650,18200,32553.0,699600,-31100.0,-1,1
17741.666884943792,17749.12890606488,17728.974219669886,17746.086527092124,3660,17755.914731882443,79935,399300,327400,18850,16750,-40988.0,726700,27100.0,1,0
17708.95614232624,17721.517603891116,17704.736507141715,17719.051566985683,1270,17719.162191633135,69150,404800,320500,16300,17550,-10785.0,725300,-1400.0,1,0
17674.091734179197,17692.562542733212,17671.45104734644,17688.059044721205,3460,17685.17730946901,81790,406900,320000,18350,18850,12640.0,726900,1600.0,1,0
17688.111297170217,17695.596549631617,17675.96702251345,17679.133747649135,3870,17686.21005064354,140940,412000,312100,19400,18450,59150.0,724100,-2800.0,-1,1
17696.169660273994,17701.34497280923,17684.110650931692,17688.995124229652,3560,17703.536533791543,79926,413900,313400,17550,16950,-61014.0,727300,3200.0,1,0
17702.997084656414,17707.234815454365,17682.160377055017,17691.86563607137,4770,17691.11207675984,107310,404300,320400,17350,17900,27384.0,724700,-2600.0,1,0
17712.37635584218,17715.559941150666,17690.008609486966,17710.30383193256,4000,17720.349253333916,116867,391500,322200,19150,19600,9557.0,713700,-11000.0,1,0
17694.495230725806,17719.4089200235,17677.97333196271,17698.62121874203,620,17697.206169906567,81205,387700,330600,16250,18750,-35662.0,718300,4600.0,-1,1
17700.83773002951,17715.916466907576,17690.552960771525,17709.57605406121,3950,17712.52044225508,81230,394300,334100,16550,16250,25.0,728400,10100.0,-1,1
17708.79797020887,17712.48693689208,17694.11730857244,17708.125469542214,4450,17711.29983020503,103603,402400,321700,16600,18700,22373.0,724100,-4300.0,1,0
17690.009574736257,17690.56789808942,17683.647812740714,17687.18052186184,1310,17686.568642305723,104506,394300,328000,18250,18150,903.0,722300,-1800.0,1,0
17739.76466818793,17744.62169932603,17738.618790500437,17741.110743722435,580,17749.31811142119,126952,393500,317900,17750,16000,22446.0,711400,-10900.0,1,0
17752.555201428895,17754.8945515977,17744.580838488495,17745.142241197762,2620,17740.494499675304,84615,399200,326300,17000,19300,-42337.0,725500,14100.0,1,0
17721.03771621086,17750.941755586882,17715.192000933417,17739.552113459176,970,17744.138041055376,92454,394900,325600,16600,19350,7839.0,720500,-5000.0,1,0
17738.67591553386,17760.196406825482,17715.6979219475,17724.417026562816,980,17733.673592249845,156767,399200,329000,17750,17750,64313.0,728200,7700.0,-1,1
17712.937649682335,17735.715521529146,17711.822739548814,17714.573798860005,3580,17722.326565090785,64147,404200,313600,17250,17500,-92620.0,717800,-10400.0,1,0
17734.039709672856,17756.384476653348,17729.81411874132,17751.983066197135,4890,17758.14947524265,60046,403000,317800,16650,17400,-4101.0,720800,3000.0,1,0
17765.064025777883,17774.871262796853,17753.47596827965,17765.124425614868,890,17777.126362791612,72339,387800,325100,19250,17300,12293.0,712900,-7900.0,1,0
17743.385703086453,17757.27565153648,17733.772787929003,17741.699735138114,4120,17744.07915947013,122032,391500,317500,18200,16900,49693.0,709000,-3900.0,1,0
17769.222260667437,17795.94390442863,17751.46607935886,17766.04649708545,3290,17761.47319968937,91234,396100,333400,18500,18000,-30798.0,729500,20500.0,1,0
17780.40566471361,17785.48356548856,17778.693286050297,17778.801946073472,2750,17783.078851394785,91227,402400,314500,16400,16750,-7.0,716900,-12600.0,1,0
17802.522056946185,17816.91248487718,17791.87022414547,17814.742139571823,1570,17817.632961059717,80695,404100,315200,17450,19550,-10532.0,719300,2400.0,1,0
17853.424263675905,17863.156240287113,17831.311648569543,17833.679609118088,2940,17825.926485187618,118368,391300,325800,16850,19450,37673.0,717100,-2200.0,1,0
17847.03241517395,17869.517257135918,17834.806289077216,17860.71603566073,3040,17858.25964463027,72648,403100,317700,16650,17600,-45720.0,720800,3700.0,1,0
17827.044156416952,17835.68798847212,17803.669310717574,17814.351682900164,820,17811.220137015313,88369,400100,324600,19650,19050,15721.0,724700,3900.0,1,0
17803.451932041142,17804.43588714686,17800.790984319043,17801.078266078097,720,17800.28861242411,81487,403000,325900,16250,19750,-6882.0,728900,4200.0,1,0
17781.856715644044,17787.425239893997,17777.266236368236,17778.040334255173,3820,17779.722985252574,46554,399700,318000,17050,19150,-34933.0,717700,-11200.0,1,0
17779.978116128375,17789.60386361896,17763.266051953487,17785.210348256725,1030,17787.098031562622,90435,391400,324800,17000,18800,43881.0,716200,-1500.0,1,0
17789.256848155812,17814.64769161181,17770.413894881996,17775.042125870335,3580,17774.444148237886,98816,390800,306600,18450,17950,8381.0,697400,-18800.0,1,0
17796.819533363134,17808.558516079393,17793.902577158988,17800.932135128893,980,17797.79593909368,84489,407700,319100,19400,18450,-14327.0,726800,29400.0,1,0
17819.09327487893,17847.171740732247,17806.388099958614,17837.128955876226,1270,17842.716178108523,94634,410100,317700,17500,18750,10145.0,727800,1000.0,1,0
17819.618996452962,17821.902943063906,17803.966432336158,17807.473375759106,3850,17811.65762552878,95147,401100,319100,16900,16900,513.0,720200,-7600.0,1,0
17858.69210313663,17865.190925496714,17851.286784182445,17860.38605515534,4820,17864.744015243163,97339,402100,319800,18300,17500,2192.0,721900,1700.0,1,0
17851.782389775784,17858.90385654565,17840.237422248152,17845.873608883816,4070,17858.967186416303,78919,390600,322300,17400,16900,-18420.0,712900,-9000.0,1,0
17924.950245175918,17945.435056774437,17922.340347727364,17928.76724866645,1710,17933.22904141521,77770,402600,315900,19650,19400,-1149.0,718500,5600.0,1,0
17941.96014447463,17942.540025839007,17938.69853569115,17942.131918804254,4930,17943.746758552224,100938,394600,320700,16100,19800,23168.0,715300,-3200.0,1,0
17919.085528095944,17924.087967156436,17911.6897814078,17913.338098701784,4080,17916.352164766995,70478,390400,316500,18900,19150,-30460.0,706900,-8400.0,1,0
