,open,high,low,close,volume
2025-10-24 13:17:21.737199,17804.16809151492,17811.77155167435,17793.736539133824,17809.707031805065,1880
2025-10-24 13:22:21.737199,17806.671010062273,17816.87450093445,17783.201125795753,17796.53159673043,3750
2025-10-24 13:27:21.737199,17798.864300282625,17815.03356428931,17791.60098433377,17808.111805131182,1970
2025-10-24 13:32:21.737199,17801.492339338693,17815.366726201926,17787.86739956695,17800.817980655516,4040
2025-10-24 13:37:21.737199,17748.676321436884,17768.212778434066,17745.996618297446,17754.62639316449,2850
2025-10-24 13:42:21.737199,17743.00638619147,17757.46376156124,17728.64367638479,17733.497401326014,2400
2025-10-24 13:47:21.737199,17752.69083422126,17755.99883143294,17722.325652705462,17738.899134719235,1500
2025-10-24 13:52:21.737199,17792.267304122503,17801.703323275582,17791.957651590117,17799.543359832933,1540
2025-10-24 13:57:21.737199,17778.618661097113,17798.768728865678,17771.487662414303,17781.96468180956,2990
2025-10-24 14:02:21.737199,17757.248452083124,17761.28640347871,17739.058870860812,17749.23947529947,4450
2025-10-24 14:07:21.737199,17744.066183256055,17753.291381208215,17726.685035435385,17736.35050362042,4950
2025-10-24 14:12:21.737199,17768.625037358604,17784.025309576984,17763.550460427177,17778.623751702737,1430
2025-10-24 14:17:21.737199,17777.56715572668,17778.787683184444,17766.60537780151,17766.994730826045,2690
2025-10-24 14:22:21.737199,17763.623631040995,17786.7274550122,17755.13437092615,17778.21354308626,3470
2025-10-24 14:27:21.737199,17777.482905262612,17779.32823777791,17765.175011456096,17769.47752040545,3880
2025-10-24 14:32:21.737199,17780.249587067538,17788.661127889733,17779.841274048416,17785.92497095338,4910
2025-10-24 14:37:21.737199,17806.28055068673,17816.034113479982,17803.207327660675,17803.354814300066,1820
2025-10-24 14:42:21.737199,17787.7168653499,17800.917193631954,17781.6394738809,17793.081528970317,4100
2025-10-24 14:47:21.737199,17779.15426186498,17795.14416665295,17769.067279838437,17774.317318475165,2040
2025-10-24 14:52:21.737199,17768.877997355048,17775.409846100167,17765.476245871374,17767.43167371163,770
2025-10-24 14:57:21.737199,17730.09055429436,17745.135966174872,17729.526302482343,17730.453304636943,3310
2025-10-24 15:02:21.737199,17738.145043147968,17740.300770548023,17725.960887181125,17729.25656992243,1650
2025-10-24 15:07:21.737199,17745.26980951816,17751.863181005094,17732.159494100822,17751.84287346363,3540
2025-10-24 15:12:21.737199,17745.58337448829,17755.080501584296,17738.74468518618,17741.029737421923,2830
2025-10-24 15:17:21.737199,17739.517538976328,17750.798917939665,17720.708546737038,17737.489912872537,4540
2025-10-24 15:22:21.737199,17702.072518644825,17703.053324633842,17685.453554934382,17693.27149627573,500
2025-10-24 15:27:21.737199,17691.083510621873,17694.517730763004,17661.589175125413,17668.41828125196,3970
2025-10-24 15:32:21.737199,17682.168181930265,17682.662579318057,17672.78184725077,17680.479289417406,2890
2025-10-24 15:37:21.737199,17661.078588039145,17685.371230594897,17654.68005186501,17682.383283321054,1070
2025-10-24 15:42:21.737199,17656.98295434732,17671.78178059248,17653.02350433731,17663.90982661598,3840
2025-10-24 15:47:21.737199,17667.864354356137,17667.90172064361,17666.293711732713,17667.694209467856,2320
2025-10-24 15:52:21.737199,17718.099630204724,17723.582374748796,17707.638959670756,17715.770667252837,3860
2025-10-24 15:57:21.737199,17722.91724666761,17737.634747307653,17722.098653550736,17723.116327247197,750
2025-10-24 16:02:21.737199,17729.942684320904,17738.17410309594,17716.072354000764,17734.79287959768,4580
2025-10-24 16:07:21.737199,17728.140192648523,17730.90270540987,17716.402792549827,17717.673385082988,1260
2025-10-24 16:12:21.737199,17677.36595544133,17700.647742869896,17669.662827685348,17687.215091635706,4660
2025-10-24 16:17:21.737199,17676.839693715727,17706.422348428692,17665.781070434132,17683.162534132196,2660
2025-10-24 16:22:21.737199,17678.61357076007,17688.396039692965,17665.06717155697,17684.961834718484,3770
2025-10-24 16:27:21.737199,17744.23189344955,17748.96357706155,17730.21893734378,17748.122101044093,3740
2025-10-24 16:32:21.737199,17739.290077701204,17744.030054874675,17733.863986849705,17739.464070491795,3110
2025-10-24 16:37:21.737199,17747.493220365206,17755.625772835952,17737.413107017917,17753.46402047699,720
2025-10-24 16:42:21.737199,17746.746640654685,17752.534171840423,17745.380161880927,17751.99802839962,2930
2025-10-24 16:47:21.737199,17715.84070117835,17725.83048881143,17711.270307841478,17712.70463675997,2070
2025-10-24 16:52:21.737199,17746.413309577296,17747.177389106582,17737.434611717836,17741.32362250883,2550
2025-10-24 16:57:21.737199,17766.618438802725,17774.158748189853,17758.76560360865,17767.52325976948,3590
2025-10-24 17:02:21.737199,17787.889772698414,17810.479977221843,17786.711350406564,17801.66667255366,1360
2025-10-24 17:07:21.737199,17763.81982589507,17765.748364542043,17749.427933128492,17752.814188476616,3160
2025-10-24 17:12:21.737199,17801.41567058488,17806.10221977081,17776.60895476702,17788.35365695351,4640
2025-10-24 17:17:21.737199,17764.200239899947,17769.90442120513,17761.20269032354,17765.663662187657,1830
2025-10-24 17:22:21.737199,17780.02249440998,17786.252001960955,17777.681685045358,17780.474886651824,3160
2025-10-24 17:27:21.737199,17838.71648536623,17841.013373432907,17837.315924668335,17840.26258176913,3820
2025-10-24 17:32:21.737199,17812.40944432173,17814.696409907014,17801.63150321292,17814.582141444927,3170
2025-10-24 17:37:21.737199,17797.463152060314,17801.733004050966,17781.31707083963,17795.476935109153,4990
2025-10-24 17:42:21.737199,17800.30166527197,17815.95444344316,17792.49877677602,17813.56167459556,1020
2025-10-24 17:47:21.737199,17787.04158191214,17803.373285828777,17764.23603236164,17772.803909095237,1480
2025-10-24 17:52:21.737199,17745.894546495387,17749.734526345703,17735.83426403295,17738.54333607847,2960
2025-10-24 17:57:21.737199,17747.897185413134,17754.941489682507,17731.63702011641,17746.98090797962,850
2025-10-24 18:02:21.737199,17719.816416940597,17722.451141706086,17687.969461932847,17705.257914904585,4500
2025-10-24 18:07:21.737199,17732.58617053623,17734.770677994267,17730.485333064345,17731.0269938462,770
2025-10-24 18:12:21.737199,17708.324454795125,17731.776174035127,17701.694459925322,17723.035381178463,2690
2025-10-24 18:17:21.737199,17749.71995843868,17756.22405178598,17746.02090282602,17749.905323097762,4550
2025-10-24 18:22:21.737199,17729.055703769565,17744.778558030266,17718.709729037797,17731.100758373763,1510
2025-10-24 18:27:21.737199,17720.670208198313,17722.093453745456,17709.300619126538,17709.504726092506,3120
2025-10-24 18:32:21.737199,17742.484936691977,17746.78016121036,17725.677990419474,17737.017045193126,3200
2025-10-24 18:37:21.737199,17709.934369543702,17718.490448997523,17697.023888044718,17706.612017908086,2730
2025-10-24 18:42:21.737199,17716.15501190716,17717.708527862385,17703.807513625303,17713.340666955282,1880
2025-10-24 18:47:21.737199,17751.10291379504,17766.843388421483,17745.12265504111,17762.47820924701,3290
2025-10-24 18:52:21.737199,17708.529658765856,17713.549869427705,17700.0513711382,17713.467603110497,3350
2025-10-24 18:57:21.737199,17713.61186443878,17716.330736224427,17679.756165400257,17703.767897012367,2990
2025-10-24 19:02:21.737199,17720.695611011022,17738.949132353937,17719.37138158807,17722.87972908365,3710
2025-10-24 19:07:21.737199,17741.666884943792,17749.12890606488,17728.974219669886,17746.086527092124,3660
2025-10-24 19:12:21.737199,17708.95614232624,17721.517603891116,17704.736507141715,17719.051566985683,1270
2025-10-24 19:17:21.737199,17674.091734179197,17692.562542733212,17671.45104734644,17688.059044721205,3460
2025-10-24 19:22:21.737199,17688.111297170217,17695.596549631617,17675.96702251345,17679.133747649135,3870
2025-10-24 19:27:21.737199,17696.169660273994,17701.34497280923,17684.110650931692,17688.995124229652,3560
2025-10-24 19:32:21.737199,17702.997084656414,17707.234815454365,17682.160377055017,17691.86563607137,4770
2025-10-24 19:37:21.737199,17712.37635584218,17715.559941150666,17690.008609486966,17710.30383193256,4000
2025-10-24 19:42:21.737199,17694.495230725806,17719.4089200235,17677.97333196271,17698.62121874203,620
2025-10-24 19:47:21.737199,17700.83773002951,17715.916466907576,17690.552960771525,17709.57605406121,3950
2025-10-24 19:52:21.737199,17708.79797020887,17712.48693689208,17694.11730857244,17708.125469542214,4450
2025-10-24 19:57:21.737199,17690.009574736257,17690.56789808942,17683.647812740714,17687.18052186184,1310
2025-10-24 20:02:21.737199,17739.76466818793,17744.62169932603,17738.618790500437,17741.110743722435,580
2025-10-24 20:07:21.737199,17752.555201428895,17754.8945515977,17744.580838488495,17745.142241197762,2620
2025-10-24 20:12:21.737199,17721.03771621086,17750.941755586882,17715.192000933417,17739.552113459176,970
2025-10-24 20:17:21.737199,17738.67591553386,17760.196406825482,17715.6979219475,17724.417026562816,980
2025-10-24 20:22:21.737199,17712.937649682335,17735.715521529146,17711.822739548814,17714.573798860005,3580
2025-10-24 20:27:21.737199,17734.039709672856,17756.384476653348,17729.81411874132,17751.983066197135,4890
2025-10-24 20:32:21.737199,17765.064025777883,17774.871262796853,17753.47596827965,17765.124425614868,890
2025-10-24 20:37:21.737199,17743.385703086453,17757.27565153648,17733.772787929003,17741.699735138114,4120
2025-10-24 20:42:21.737199,17769.222260667437,17795.94390442863,17751.46607935886,17766.04649708545,3290
2025-10-24 20:47:21.737199,17780.40566471361,17785.48356548856,17778.693286050297,17778.801946073472,2750
2025-10-24 20:52:21.737199,17802.522056946185,17816.91248487718,17791.87022414547,17814.742139571823,1570
2025-10-24 20:57:21.737199,17853.424263675905,17863.156240287113,17831.311648569543,17833.679609118088,2940
2025-10-24 21:02:21.737199,17847.03241517395,17869.517257135918,17834.806289077216,17860.71603566073,3040
2025-10-24 21:07:21.737199,17827.044156416952,17835.68798847212,17803.669310717574,17814.351682900164,820
2025-10-24 21:12:21.737199,17803.451932041142,17804.43588714686,17800.790984319043,17801.078266078097,720
2025-10-24 21:17:21.737199,17781.856715644044,17787.425239893997,17777.266236368236,17778.040334255173,3820
2025-10-24 21:22:21.737199,17779.978116128375,17789.60386361896,17763.266051953487,17785.210348256725,1030
2025-10-24 21:27:21.737199,17789.256848155812,17814.64769161181,17770.413894881996,17775.042125870335,3580
2025-10-24 21:32:21.737199,17796.819533363134,17808.558516079393,17793.902577158988,17800.932135128893,980
2025-10-24 21:37:21.737199,17819.09327487893,17847.171740732247,17806.388099958614,17837.128955876226,1270
2025-10-24 21:42:21.737199,17819.618996452962,17821.902943063906,17803.966432336158,17807.473375759106,3850
2025-10-24 21:47:21.737199,17858.69210313663,17865.190925496714,17851.286784182445,17860.38605515534,4820
2025-10-24 21:52:21.737199,17851.782389775784,17858.90385654565,17840.237422248152,17845.873608883816,4070
2025-10-24 21:57:21.737199,17924.950245175918,17945.435056774437,17922.340347727364,17928.76724866645,1710
2025-10-24 22:02:21.737199,17941.96014447463,17942.540025839007,17938.69853569115,17942.131918804254,4930
2025-10-24 22:07:21.737199,17919.085528095944,17924.087967156436,17911.6897814078,17913.338098701784,4080
2025-10-24 22:12:21.737199,17890.503416990352,17911.479787369135,17868.24922247951,17894.867557380123,1390
2025-10-24 22:17:21.737199,17903.63465027526,17924.1034167006,17901.64930366308,17919.78684494503,3950
2025-10-24 22:22:21.737199,17897.813439085443,17900.71698887015,17887.431091422503,17896.105058860867,2420
2025-10-24 22:27:21.737199,17917.17144980473,17939.785338159352,17911.514975883765,17923.619463030645,4650
2025-10-24 22:32:21.737199,17930.073884396334,17951.51786013212,17918.009048222837,17918.479644552674,4260
2025-10-24 22:37:21.737199,17928.294531753825,17935.86721366477,17912.947682384354,17919.720895221588,2930
2025-10-24 22:42:21.737199,17905.715693728933,17909.9948722577,17902.488710638998,17909.945079980764,1980
2025-10-24 22:47:21.737199,17865.253900323012,17889.04598117436,17863.319779373367,17878.510955156682,1950
2025-10-24 22:52:21.737199,17853.470785893005,17868.907436248126,17845.086425189274,17856.645252159815,3650
2025-10-24 22:57:21.737199,17876.59882441239,17881.245865400542,17861.891738379043,17873.80061800218,4270
2025-10-24 23:02:21.737199,17882.519472592023,17899.229058304147,17874.207317396245,17882.513136863865,1900
2025-10-24 23:07:21.737199,17849.313743613075,17853.059472154837,17832.75907354646,17838.15428363754,4570
2025-10-24 23:12:21.737199,17854.129627335013,17861.995982153534,17849.685838833353,17859.526174834242,3350
2025-10-24 23:17:21.737199,17864.630515132143,17872.5882515347,17859.830181699752,17872.511792206988,4350
2025-10-24 23:22:21.737199,17841.139939324905,17855.15309727724,17831.378637939175,17837.10703587826,3880
2025-10-24 23:27:21.737199,17845.432813800944,17857.528206675157,17826.124949035842,17841.238761017197,1600
2025-10-24 23:32:21.737199,17847.169492289788,17854.993843777294,17838.186953514858,17849.542079204242,1570
2025-10-24 23:37:21.737199,17816.775696833018,17821.26982934391,17807.811236922742,17812.88522804331,4160
2025-10-24 23:42:21.737199,17826.518453157158,17840.450183111665,17822.739688352507,17825.928996019666,3300
2025-10-24 23:47:21.737199,17841.698431409095,17870.962561115535,17818.166286048323,17860.42973288518,990
2025-10-24 23:52:21.737199,17870.885906980617,17883.709048569643,17865.981583711095,17868.678622923555,630
2025-10-24 23:57:21.737199,17899.335801869074,17902.444042016483,17892.67193812798,17896.128776512913,1830
2025-10-25 00:02:21.737199,17862.56356934795,17875.543182135243,17837.090462579075,17856.780191014466,1250
2025-10-25 00:07:21.737199,17837.631671607287,17844.96696720905,17825.236621241413,17844.26898274758,1330
2025-10-25 00:12:21.737199,17851.59602522562,17868.036432706922,17837.972473039867,17849.97845486047,3920
2025-10-25 00:17:21.737199,17865.5378313736,17873.506465099177,17850.776554559896,17859.7371320822,2070
2025-10-25 00:22:21.737199,17879.524364656478,17896.613489455915,17876.562153904066,17891.33650847555,3350
2025-10-25 00:27:21.737199,17983.33085275224,18002.38228329536,17970.594951815296,17996.095448007105,4710
2025-10-25 00:32:21.737199,17998.917205995294,17999.14409015407,17986.5570668171,17993.513718971164,3630
2025-10-25 00:37:21.737199,18029.782056648426,18043.69309931715,18011.533842374105,18012.955402386895,1430
2025-10-25 00:42:21.737199,18055.781748598587,18066.36145464767,18052.998521490645,18064.877472244796,3460
2025-10-25 00:47:21.737199,18073.613172950525,18093.4600167069,18062.002593501347,18067.4263056318,1430
2025-10-25 00:52:21.737199,18065.248763630883,18076.844909512532,18063.987324309506,18072.39018769477,1060
2025-10-25 00:57:21.737199,18086.007785884394,18086.527919148735,18067.529598193927,18068.192129391326,2130
2025-10-25 01:02:21.737199,18065.234600642794,18083.014591192034,18056.484072923035,18073.297090802935,3690
2025-10-25 01:07:21.737199,18058.999053860287,18060.90128466718,18039.334931762412,18048.062777497813,1470
2025-10-25 01:12:21.737199,18046.03652847159,18054.521548454137,18041.57936152983,18052.63022646478,650
2025-10-25 01:17:21.737199,18048.433403564446,18058.413339234725,18045.16350068379,18048.562206821603,3930
2025-10-25 01:22:21.737199,18111.387368251722,18113.50502434191,18096.034273757195,18102.748785076452,1270
2025-10-25 01:27:21.737199,18060.910807516808,18070.261333111874,18056.40473613793,18057.235084245214,3950
2025-10-25 01:32:21.737199,18079.69290203092,18093.45758253083,18069.91256226461,18085.89711549831,1210
2025-10-25 01:37:21.737199,18036.190009305206,18049.99189436631,18032.553121683537,18037.144975543866,3190
2025-10-25 01:42:21.737199,18023.606983344846,18029.700276441603,18022.845242777235,18028.873598282844,3360
2025-10-25 01:47:21.737199,18053.251798647092,18079.113870847068,18045.03562128029,18071.092388415753,1150
2025-10-25 01:52:21.737199,18055.17312845278,18064.179338386428,18039.3962812652,18041.051801895697,4170
2025-10-25 01:57:21.737199,18026.188667054597,18043.3517502204,18015.290045002213,18040.764756550157,1170
2025-10-25 02:02:21.737199,18007.03780957365,18014.816043686864,18006.526934755395,18007.977380229968,2420
2025-10-25 02:07:21.737199,18025.58373741235,18028.213297240796,18016.461087702988,18017.4831838499,1040
2025-10-25 02:12:21.737199,18006.026682931446,18006.565298499812,17992.377865831193,17994.049851610584,4280
2025-10-25 02:17:21.737199,18012.0540905018,18016.49910705049,18002.067262770135,18010.350867147652,2170
2025-10-25 02:22:21.737199,18013.46553000863,18024.387825705828,18004.28836067709,18021.76658626957,4580
2025-10-25 02:27:21.737199,17996.047720419952,18014.003562994265,17989.553647768706,17994.900030391447,740
2025-10-25 02:32:21.737199,18054.195200129605,18077.965767484307,18048.633212998157,18067.83654317377,1800
2025-10-25 02:37:21.737199,18071.55142601365,18079.94936618165,18049.046745510812,18058.438927958177,3740
2025-10-25 02:42:21.737199,18016.918686814697,18018.109033903595,18010.514569516756,18016.809784019522,1510
2025-10-25 02:47:21.737199,18022.138610364644,18026.85798943121,17997.80596309292,18010.85320623968,4230
2025-10-25 02:52:21.737199,18004.437319427027,18019.943217138563,18001.600883016265,18007.71081314606,3310
2025-10-25 02:57:21.737199,18027.65369329554,18045.38481474307,18025.47747998962,18035.647942662352,3450
2025-10-25 03:02:21.737199,18006.41555572355,18024.618228964126,17989.424379982484,18002.627349870054,3430
2025-10-25 03:07:21.737199,18003.496868385257,18004.40857193624,17975.509411529918,17980.05439037906,4710
2025-10-25 03:12:21.737199,18017.31951232673,18024.503425315816,18013.389613288684,18019.111768490337,3120
2025-10-25 03:17:21.737199,18040.913001690977,18053.573550799705,18030.1703911527,18044.852582799133,4630
2025-10-25 03:22:21.737199,18008.640645791205,18012.894574409696,18002.52916084327,18012.28104526975,1690
2025-10-25 03:27:21.737199,17999.78704043675,18014.186669523457,17991.424912306396,18010.908948577333,4520
2025-10-25 03:32:21.737199,17987.148106048986,18005.973436659955,17967.32207272822,17977.515505466297,2800
2025-10-25 03:37:21.737199,17969.70914223873,17989.409457722093,17966.593450052085,17975.820785023137,3400
2025-10-25 03:42:21.737199,18017.539430759756,18038.733280785094,18012.262159013262,18028.28245632353,2100
2025-10-25 03:47:21.737199,18028.66820257508,18037.440065160557,18010.639622612387,18012.635419864444,2100
2025-10-25 03:52:21.737199,17994.78228679577,18004.669241764444,17981.817211399495,17997.658319303267,1270
2025-10-25 03:57:21.737199,18019.75463521429,18021.585766231638,18006.575397258224,18015.212036790897,870
2025-10-25 04:02:21.737199,18077.38790300329,18081.52430988609,18066.45864869419,18076.651044511018,4430
2025-10-25 04:07:21.737199,18105.5870606739,18110.415796696347,18087.95817132265,18108.734504094726,4900
2025-10-25 04:12:21.737199,18064.551062824114,18078.181949950183,18051.314732679686,18060.150280186266,770
2025-10-25 04:17:21.737199,18051.615135517382,18057.08122083495,18038.20312061246,18045.51632442289,1490
2025-10-25 04:22:21.737199,18086.133301062328,18091.041601608078,18078.38361416352,18086.442143649947,3430
2025-10-25 04:27:21.737199,18067.12565102617,18071.012877302386,18056.68596696959,18057.30394653067,4490
2025-10-25 04:32:21.737199,18079.338260087934,18092.753641309086,18069.262779834673,18069.522760189724,1730
2025-10-25 04:37:21.737199,18100.538780650095,18108.574626226713,18098.863597059317,18106.68729187744,4540
2025-10-25 04:42:21.737199,18075.570111902634,18086.475177053053,18054.238887629603,18065.187558339312,1410
2025-10-25 04:47:21.737199,18074.136992298725,18093.96422246397,18062.93475052253,18080.158504009283,3040
2025-10-25 04:52:21.737199,17986.65546623777,18000.30666052655,17981.188958862116,17990.815701340893,1460
2025-10-25 04:57:21.737199,17959.21831928797,17960.352154208824,17933.840268637196,17943.721249378348,550
2025-10-25 05:02:21.737199,17952.59524315739,17961.43379756069,17940.085317817025,17946.513221180165,2180
2025-10-25 05:07:21.737199,17919.20444053563,17937.008120134036,17898.376062981402,17929.903185794414,4320
2025-10-25 05:12:21.737199,17963.315103801644,17967.119721202198,17949.754122983006,17954.502610999218,3200
2025-10-25 05:17:21.737199,17925.000536050204,17937.239882401278,17912.26046025394,17920.838312724783,1570
2025-10-25 05:22:21.737199,17913.351876179,17926.217315280384,17912.40165673818,17917.490405863522,4360
2025-10-25 05:27:21.737199,17917.044393166758,17930.366557375033,17905.99489745435,17924.062414432756,3480
2025-10-25 05:32:21.737199,17956.00088955198,17967.738456038333,17953.67355019628,17953.742573321193,960
2025-10-25 05:37:21.737199,17917.548168533438,17931.86314400192,17908.721356325234,17912.19520968615,1480
2025-10-25 05:42:21.737199,17949.01650924286,17967.439764843744,17937.295153468083,17961.781579307797,630
2025-10-25 05:47:21.737199,17949.471515246812,17971.652498968953,17945.059876735613,17965.077680238417,2430
