,fut_close,fut_oi
2025-10-24 14:22:21.737199,17782.829053562175,125231
2025-10-24 14:27:21.737199,17775.524175203733,103404
2025-10-24 14:32:21.737199,17793.738611280813,81715
2025-10-24 14:37:21.737199,17799.937214584992,111592
2025-10-24 14:42:21.737199,17794.99364756794,101954
2025-10-24 14:47:21.737199,17783.700377932022,136738
2025-10-24 14:52:21.737199,17769.34231953221,88942
2025-10-24 14:57:21.737199,17735.56468112262,75049
2025-10-24 15:02:21.737199,17733.666399423408,105786
2025-10-24 15:07:21.737199,17762.323049273575,120244
2025-10-24 15:12:21.737199,17742.098230708765,146459
2025-10-24 15:17:21.737199,17733.64114932443,168372
2025-10-24 15:22:21.737199,17691.67270453725,68959
2025-10-24 15:27:21.737199,17672.952937236685,97295
2025-10-24 15:32:21.737199,17675.690315477474,75115
2025-10-24 15:37:21.737199,17683.031798953092,95052
2025-10-24 15:42:21.737199,17667.84225309079,149544
2025-10-24 15:47:21.737199,17667.16457384328,83605
2025-10-24 15:52:21.737199,17721.05095854,99560
2025-10-24 15:57:21.737199,17730.51260069252,88382
2025-10-24 16:02:21.737199,17740.76015111339,79934
2025-10-24 16:07:21.737199,17712.991463526803,135855
2025-10-24 16:12:21.737199,17691.172688368923,69214
2025-10-24 16:17:21.737199,17687.5343900095,98349
2025-10-24 16:22:21.737199,17686.47780670474,101759
2025-10-24 16:27:21.737199,17753.339930097834,99339
2025-10-24 16:32:21.737199,17744.488372294003,93685
2025-10-24 16:37:21.737199,17756.530708206683,132286
2025-10-24 16:42:21.737199,17750.200079350878,57762
2025-10-24 16:47:21.737199,17716.10571896775,108729
2025-10-24 16:52:21.737199,17754.808434963954,109619
2025-10-24 16:57:21.737199,17768.985667142533,105739
2025-10-24 17:02:21.737199,17810.820140689408,83383
2025-10-24 17:07:21.737199,17756.571697754127,124100
2025-10-24 17:12:21.737199,17787.638232625904,123099
2025-10-24 17:17:21.737199,17767.63602376493,82678
2025-10-24 17:22:21.737199,17783.94099265234,76042
2025-10-24 17:27:21.737199,17847.337377666983,72177
2025-10-24 17:32:21.737199,17830.864912417725,104508
2025-10-24 17:37:21.737199,17799.327865316824,100935
2025-10-24 17:42:21.737199,17810.54659088167,92777
2025-10-24 17:47:21.737199,17767.536525965454,141626
2025-10-24 17:52:21.737199,17739.846491587232,90778
2025-10-24 17:57:21.737199,17744.52425783416,103749
2025-10-24 18:02:21.737199,17711.76232895465,96113
2025-10-24 18:07:21.737199,17737.579968592545,139262
2025-10-24 18:12:21.737199,17725.803849929227,60206
2025-10-24 18:17:21.737199,17756.955868272405,93801
2025-10-24 18:22:21.737199,17734.99145488154,112285
2025-10-24 18:27:21.737199,17722.96876912434,95552
2025-10-24 18:32:21.737199,17743.896125255942,73913
2025-10-24 18:37:21.737199,17714.910843536858,103531
2025-10-24 18:42:21.737199,17709.18798284157,67573
2025-10-24 18:47:21.737199,17759.789491656065,113404
2025-10-24 18:52:21.737199,17719.554863315498,91734
2025-10-24 18:57:21.737199,17699.080522568805,88370
2025-10-24 19:02:21.737199,17723.104051952367,120923
2025-10-24 19:07:21.737199,17755.914731882443,79935
2025-10-24 19:12:21.737199,17719.162191633135,69150
2025-10-24 19:17:21.737199,17685.17730946901,81790
2025-10-24 19:22:21.737199,17686.21005064354,140940
2025-10-24 19:27:21.737199,17703.536533791543,79926
2025-10-24 19:32:21.737199,17691.11207675984,107310
2025-10-24 19:37:21.737199,17720.349253333916,116867
2025-10-24 19:42:21.737199,17697.206169906567,81205
2025-10-24 19:47:21.737199,17712.52044225508,81230
2025-10-24 19:52:21.737199,17711.29983020503,103603
2025-10-24 19:57:21.737199,17686.568642305723,104506
2025-10-24 20:02:21.737199,17749.31811142119,126952
2025-10-24 20:07:21.737199,17740.494499675304,84615
2025-10-24 20:12:21.737199,17744.138041055376,92454
2025-10-24 20:17:21.737199,17733.673592249845,156767
2025-10-24 20:22:21.737199,17722.326565090785,64147
2025-10-24 20:27:21.737199,17758.14947524265,60046
2025-10-24 20:32:21.737199,17777.126362791612,72339
2025-10-24 20:37:21.737199,17744.07915947013,122032
2025-10-24 20:42:21.737199,17761.47319968937,91234
2025-10-24 20:47:21.737199,17783.078851394785,91227
2025-10-24 20:52:21.737199,17817.632961059717,80695
2025-10-24 20:57:21.737199,17825.926485187618,118368
2025-10-24 21:02:21.737199,17858.25964463027,72648
2025-10-24 21:07:21.737199,17811.220137015313,88369
2025-10-24 21:12:21.737199,17800.28861242411,81487
2025-10-24 21:17:21.737199,17779.722985252574,46554
2025-10-24 21:22:21.737199,17787.098031562622,90435
2025-10-24 21:27:21.737199,17774.444148237886,98816
2025-10-24 21:32:21.737199,17797.79593909368,84489
2025-10-24 21:37:21.737199,17842.716178108523,94634
2025-10-24 21:42:21.737199,17811.65762552878,95147
2025-10-24 21:47:21.737199,17864.744015243163,97339
2025-10-24 21:52:21.737199,17858.967186416303,78919
2025-10-24 21:57:21.737199,17933.22904141521,77770
2025-10-24 22:02:21.737199,17943.746758552224,100938
2025-10-24 22:07:21.737199,17916.352164766995,70478
2025-10-24 22:12:21.737199,17898.97703795414,95717
2025-10-24 22:17:21.737199,17926.681267976164,132709
2025-10-24 22:22:21.737199,17899.444183435524,99223
2025-10-24 22:27:21.737199,17916.756934462966,63468
2025-10-24 22:32:21.737199,17919.71558177471,103596
2025-10-24 22:37:21.737199,17923.31286658636,116369
2025-10-24 22:42:21.737199,17920.534522520975,84093
2025-10-24 22:47:21.737199,17877.871464173015,94020
2025-10-24 22:52:21.737199,17851.456499285392,82446
2025-10-24 22:57:21.737199,17877.720577732107,90756
2025-10-24 23:02:21.737199,17890.736787429792,86689
2025-10-24 23:07:21.737199,17839.61653275603,108713
2025-10-24 23:12:21.737199,17875.86612047611,133165
2025-10-24 23:17:21.737199,17887.600649917873,101144
2025-10-24 23:22:21.737199,17840.28664621546,69165
2025-10-24 23:27:21.737199,17845.806366972665,150588
2025-10-24 23:32:21.737199,17860.441356633288,111657
2025-10-24 23:37:21.737199,17815.96774038376,115729
2025-10-24 23:42:21.737199,17825.194094374347,98725
2025-10-24 23:47:21.737199,17868.764830586348,104654
2025-10-24 23:52:21.737199,17874.74189179709,93163
2025-10-24 23:57:21.737199,17895.37349825135,118073
2025-10-25 00:02:21.737199,17861.84703902028,90451
2025-10-25 00:07:21.737199,17846.980987659863,109787
2025-10-25 00:12:21.737199,17851.48626561339,119388
2025-10-25 00:17:21.737199,17859.09861275161,124918
2025-10-25 00:22:21.737199,17895.56639495421,120638
2025-10-25 00:27:21.737199,17998.259348731677,79528
2025-10-25 00:32:21.737199,17998.649283223393,131454
2025-10-25 00:37:21.737199,18020.98830302441,113285
2025-10-25 00:42:21.737199,18069.745413166384,106111
2025-10-25 00:47:21.737199,18072.3877180947,108417
2025-10-25 00:52:21.737199,18073.070556791343,96832
2025-10-25 00:57:21.737199,18078.17131484677,90667
2025-10-25 01:02:21.737199,18072.311033468603,92629
2025-10-25 01:07:21.737199,18042.944390199675,125762
2025-10-25 01:12:21.737199,18050.440531883873,101621
2025-10-25 01:17:21.737199,18057.772012226098,105634
2025-10-25 01:22:21.737199,18108.861528420588,101202
2025-10-25 01:27:21.737199,18067.953548169862,86641
2025-10-25 01:32:21.737199,18082.33572279261,57063
2025-10-25 01:37:21.737199,18053.307438263135,115374
2025-10-25 01:42:21.737199,18030.94502110724,113255
2025-10-25 01:47:21.737199,18065.163208057373,99770
2025-10-25 01:52:21.737199,18056.544283614418,78195
2025-10-25 01:57:21.737199,18037.28233548923,136416
2025-10-25 02:02:21.737199,18009.429386603402,93176
2025-10-25 02:07:21.737199,18019.974539227023,104965
2025-10-25 02:12:21.737199,18000.045917842228,85937
2025-10-25 02:17:21.737199,18009.677441347896,73005
2025-10-25 02:22:21.737199,18030.990017712527,111792
2025-10-25 02:27:21.737199,18002.567492656417,69983
2025-10-25 02:32:21.737199,18071.553459337363,104580
2025-10-25 02:37:21.737199,18069.225212407586,104638
2025-10-25 02:42:21.737199,18020.046377486757,77604
2025-10-25 02:47:21.737199,18012.965991779594,74071
2025-10-25 02:52:21.737199,18022.10673234777,84591
2025-10-25 02:57:21.737199,18040.855209593694,87448
2025-10-25 03:02:21.737199,18000.90458097764,69405
2025-10-25 03:07:21.737199,17979.064034885814,77497
2025-10-25 03:12:21.737199,18022.81807350064,101518
2025-10-25 03:17:21.737199,18035.48009570117,139792
2025-10-25 03:22:21.737199,18012.463026234956,120152
2025-10-25 03:27:21.737199,18013.96867427147,103210
2025-10-25 03:32:21.737199,17980.209269763192,122566
2025-10-25 03:37:21.737199,17972.63487683951,123109
2025-10-25 03:42:21.737199,18029.462322002535,93900
2025-10-25 03:47:21.737199,18022.61336018839,105157
2025-10-25 03:52:21.737199,18006.512171009832,119557
2025-10-25 03:57:21.737199,18019.331844085827,122289
2025-10-25 04:02:21.737199,18079.892676240906,122481
2025-10-25 04:07:21.737199,18111.478194232546,79459
2025-10-25 04:12:21.737199,18065.04264881526,123501
2025-10-25 04:17:21.737199,18049.68070001606,137161
2025-10-25 04:22:21.737199,18091.81819915349,129868
2025-10-25 04:27:21.737199,18063.633722300612,78289
2025-10-25 04:32:21.737199,18066.57142443949,73260
2025-10-25 04:37:21.737199,18108.623247883155,109304
2025-10-25 04:42:21.737199,18069.87319329245,129496
2025-10-25 04:47:21.737199,18078.535800327318,104523
2025-10-25 04:52:21.737199,17990.77708574059,95300
2025-10-25 04:57:21.737199,17946.137030293423,98196
2025-10-25 05:02:21.737199,17949.19352579653,120409
2025-10-25 05:07:21.737199,17934.65426653119,93567
2025-10-25 05:12:21.737199,17953.525720357098,109619
2025-10-25 05:17:21.737199,17929.626801804,97392
2025-10-25 05:22:21.737199,17920.122077273907,82233
2025-10-25 05:27:21.737199,17928.427986715447,80666
2025-10-25 05:32:21.737199,17955.341358899896,110506
2025-10-25 05:37:21.737199,17917.043955399713,45891
2025-10-25 05:42:21.737199,17974.379368454636,109585
2025-10-25 05:47:21.737199,17966.62742593719,96587
2025-10-25 05:52:21.737199,17932.67323191444,118921
2025-10-25 05:57:21.737199,17935.736497889888,112029
2025-10-25 06:02:21.737199,17937.402115896675,100892
2025-10-25 06:07:21.737199,17921.17802567045,78652
2025-10-25 06:12:21.737199,17936.023287157088,79735
2025-10-25 06:17:21.737199,17927.147027485946,87100
2025-10-25 06:22:21.737199,17938.513544739195,117371
2025-10-25 06:27:21.737199,17947.815901530405,135374
2025-10-25 06:32:21.737199,17982.03255220314,106597
2025-10-25 06:37:21.737199,17964.99769727139,88215
2025-10-25 06:42:21.737199,17994.676152189822,90299
2025-10-25 06:47:21.737199,17945.298428104736,91219
2025-10-25 06:52:21.737199,17951.657919583296,120802
2025-10-25 06:57:21.737199,17987.942201509908,90828
2025-10-25 07:02:21.737199,18000.68731071844,99126
2025-10-25 07:07:21.737199,17962.40599499214,126895
2025-10-25 07:12:21.737199,17953.408820610483,88650
2025-10-25 07:17:21.737199,17944.773928614366,111141
2025-10-25 07:22:21.737199,17923.08581052111,118009
2025-10-25 07:27:21.737199,17952.104159453876,101268
2025-10-25 07:32:21.737199,17979.653770877194,139082
2025-10-25 07:37:21.737199,17935.648991184116,133309
2025-10-25 07:42:21.737199,17969.683805304052,105261
2025-10-25 07:47:21.737199,17973.331968640072,83923
2025-10-25 07:52:21.737199,17995.98351629525,84868
2025-10-25 07:57:21.737199,18022.844186259983,104252
2025-10-25 08:02:21.737199,17989.273356046284,78199
2025-10-25 08:07:21.737199,17974.747392691013,105378
2025-10-25 08:12:21.737199,17987.287682969727,133761
2025-10-25 08:17:21.737199,18023.379146620748,101249
2025-10-25 08:22:21.737199,18015.860511078856,99621
2025-10-25 08:27:21.737199,18017.51868273852,117063
2025-10-25 08:32:21.737199,18051.289348759547,110496
2025-10-25 08:37:21.737199,18033.852520935605,77033
2025-10-25 08:42:21.737199,18058.567323753156,90895
2025-10-25 08:47:21.737199,18035.79350995468,137879
2025-10-25 08:52:21.737199,18031.52252260083,106508
2025-10-25 08:57:21.737199,18079.18688751441,79871
2025-10-25 09:02:21.737199,18098.170177448337,96163
2025-10-25 09:07:21.737199,18114.661678796027,64348
2025-10-25 09:12:21.737199,18150.843066661288,62849
2025-10-25 09:17:21.737199,18143.57423657224,119645
2025-10-25 09:22:21.737199,18166.962420473243,99910
2025-10-25 09:27:21.737199,18171.493261239517,110377
2025-10-25 09:32:21.737199,18173.90619422403,123157
2025-10-25 09:37:21.737199,18167.5407777505,106789
2025-10-25 09:42:21.737199,18171.68538632763,114662
2025-10-25 09:47:21.737199,18193.228480621037,105146
2025-10-25 09:52:21.737199,18153.493360345812,125727
2025-10-25 09:57:21.737199,18225.13123227504,135468
2025-10-25 10:02:21.737199,18196.804211631326,103991
2025-10-25 10:07:21.737199,18168.105851260603,103152
2025-10-25 10:12:21.737199,18188.762725945635,106403
2025-10-25 10:17:21.737199,18198.833173824896,97889
2025-10-25 10:22:21.737199,18251.502226309316,91994
2025-10-25 10:27:21.737199,18240.21014472104,120966
2025-10-25 10:32:21.737199,18243.38626257732,92021
2025-10-25 10:37:21.737199,18231.633672954664,90867
2025-10-25 10:42:21.737199,18222.34783760634,117967
2025-10-25 10:47:21.737199,18220.455955982674,119502
2025-10-25 10:52:21.737199,18238.494136706366,146669
2025-10-25 10:57:21.737199,18238.48688775848,124393
2025-10-25 11:02:21.737199,18188.551660244702,116540
2025-10-25 11:07:21.737199,18207.60289184781,119426
2025-10-25 11:12:21.737199,18219.07720152161,97042
2025-10-25 11:17:21.737199,18197.911928951795,111244
2025-10-25 11:22:21.737199,18176.236749429732,112192
2025-10-25 11:27:21.737199,18161.73097044536,89158
2025-10-25 11:32:21.737199,18195.427942956987,99021
2025-10-25 11:37:21.737199,18170.949104114665,119047
2025-10-25 11:42:21.737199,18146.384074114303,99629
2025-10-25 11:47:21.737199,18145.66455743645,112231
2025-10-25 11:52:21.737199,18140.706945623493,117935
2025-10-25 11:57:21.737199,18089.391887158086,117002
2025-10-25 12:02:21.737199,18087.867757545053,134613
2025-10-25 12:07:21.737199,18068.857423066747,88374
2025-10-25 12:12:21.737199,18066.89741961528,132850
2025-10-25 12:17:21.737199,18102.27935224515,109485
2025-10-25 12:22:21.737199,18149.84051453029,116680
2025-10-25 12:27:21.737199,18129.266612194075,113939
2025-10-25 12:32:21.737199,18122.516232039372,112927
2025-10-25 12:37:21.737199,18102.19384825893,87252
2025-10-25 12:42:21.737199,18114.093438992746,115945
2025-10-25 12:47:21.737199,18109.755619047028,71223
2025-10-25 12:52:21.737199,18124.89404179153,141905
2025-10-25 12:57:21.737199,18095.14676025125,107636
2025-10-25 13:02:21.737199,18089.65660623677,123199
2025-10-25 13:07:21.737199,18132.74897391281,113636
2025-10-25 13:12:21.737199,18146.000332813826,100731
2025-10-25 13:17:21.737199,18135.987916755523,89185
2025-10-25 13:22:21.737199,18168.92944476753,85393
2025-10-25 13:27:21.737199,18149.734820982903,115587
2025-10-25 13:32:21.737199,18160.218940876268,114539
2025-10-25 13:37:21.737199,18167.850478678327,111168
2025-10-25 13:42:21.737199,18166.53031868656,97644
2025-10-25 13:47:21.737199,18140.36031064395,108264
2025-10-25 13:52:21.737199,18133.928240453843,91542
2025-10-25 13:57:21.737199,18169.617887711294,86383
2025-10-25 14:02:21.737199,18220.32952984478,94453
2025-10-25 14:07:21.737199,18201.644111677757,95333
2025-10-25 14:12:21.737199,18275.79784014887,129284
2025-10-25 14:17:21.737199,18252.92275244767,72699
2025-10-25 14:22:21.737199,18278.95460508899,99339
2025-10-25 14:27:21.737199,18289.32768904246,112646
2025-10-25 14:32:21.737199,18340.263475606036,139710
2025-10-25 14:37:21.737199,18325.952639245636,87851
2025-10-25 14:42:21.737199,18299.63804769984,77681
2025-10-25 14:47:21.737199,18303.566262250395,114459
2025-10-25 14:52:21.737199,18239.49618564392,103297
2025-10-25 14:57:21.737199,18216.94700023219,95584
2025-10-25 15:02:21.737199,18208.09405385591,108752
2025-10-25 15:07:21.737199,18202.374504513435,117236
2025-10-25 15:12:21.737199,18209.784865906517,114740
2025-10-25 15:17:21.737199,18280.036340273207,106034
2025-10-25 15:22:21.737199,18298.49712500521,126336
2025-10-25 15:27:21.737199,18275.905478340774,103947
2025-10-25 15:32:21.737199,18265.03673971201,100862
2025-10-25 15:37:21.737199,18259.40423914162,114277
2025-10-25 15:42:21.737199,18226.88642736211,74789
2025-10-25 15:47:21.737199,18279.84346389018,112315
2025-10-25 15:52:21.737199,18329.897577715827,93935
2025-10-25 15:57:21.737199,18277.89047866195,73400
2025-10-25 16:02:21.737199,18242.752960711252,108503
2025-10-25 16:07:21.737199,18307.426730574538,90834
2025-10-25 16:12:21.737199,18297.94460841527,67710
2025-10-25 16:17:21.737199,18328.708746035245,82577
2025-10-25 16:22:21.737199,18285.816548576473,133793
2025-10-25 16:27:21.737199,18257.965546379724,88866
2025-10-25 16:32:21.737199,18253.303265426137,106459
2025-10-25 16:37:21.737199,18278.166611730543,78317
2025-10-25 16:42:21.737199,18276.54484681512,142018
2025-10-25 16:47:21.737199,18263.527999880185,101386
2025-10-25 16:52:21.737199,18239.67987949129,86318
2025-10-25 16:57:21.737199,18222.740575320848,117701
2025-10-25 17:02:21.737199,18248.260541522093,141003
2025-10-25 17:07:21.737199,18264.054051763153,91834
2025-10-25 17:12:21.737199,18278.93496373577,85919
2025-10-25 17:17:21.737199,18258.734690997262,145903
2025-10-25 17:22:21.737199,18190.194867473772,97546
2025-10-25 17:27:21.737199,18227.269046209592,95267
2025-10-25 17:32:21.737199,18233.57789186721,57112
2025-10-25 17:37:21.737199,18224.994217160325,99326
2025-10-25 17:42:21.737199,18263.087499842328,72881
2025-10-25 17:47:21.737199,18270.93152864604,88798
2025-10-25 17:52:21.737199,18298.697915071356,59713
2025-10-25 17:57:21.737199,18307.929414527563,124702
2025-10-25 18:02:21.737199,18364.70818952415,70667
2025-10-25 18:07:21.737199,18406.966487017195,61184
2025-10-25 18:12:21.737199,18389.555187889484,81835
2025-10-25 18:17:21.737199,18450.94592318363,124946
2025-10-25 18:22:21.737199,18468.96692494039,91100
2025-10-25 18:27:21.737199,18485.276331350724,93774
2025-10-25 18:32:21.737199,18463.568301365838,109568
2025-10-25 18:37:21.737199,18464.795963381985,96966
2025-10-25 18:42:21.737199,18511.170761870486,124759
2025-10-25 18:47:21.737199,18455.410788805093,95207
2025-10-25 18:52:21.737199,18441.893026355017,95535
2025-10-25 18:57:21.737199,18360.829345645336,145283
2025-10-25 19:02:21.737199,18362.361938849142,101103
2025-10-25 19:07:21.737199,18382.28608231368,104611
2025-10-25 19:12:21.737199,18421.44109948022,95791
2025-10-25 19:17:21.737199,18440.31591435939,51435
2025-10-25 19:22:21.737199,18466.98396808749,117457
2025-10-25 19:27:21.737199,18438.364761518267,133210
2025-10-25 19:32:21.737199,18398.61365116106,125114
2025-10-25 19:37:21.737199,18387.286611045205,88838
2025-10-25 19:42:21.737199,18400.419836766145,96535
2025-10-25 19:47:21.737199,18398.250094745577,106983
2025-10-25 19:52:21.737199,18348.518591695884,106278
2025-10-25 19:57:21.737199,18344.09120319978,113619
2025-10-25 20:02:21.737199,18312.113318834374,104061
2025-10-25 20:07:21.737199,18331.768152143923,92773
2025-10-25 20:12:21.737199,18321.80597825118,102738
2025-10-25 20:17:21.737199,18311.717013288882,119975
2025-10-25 20:22:21.737199,18305.66915057422,158325
2025-10-25 20:27:21.737199,18252.39615990056,90021
2025-10-25 20:32:21.737199,18256.868900659167,104524
2025-10-25 20:37:21.737199,18301.665175439215,92734
2025-10-25 20:42:21.737199,18258.417322986556,106151
2025-10-25 20:47:21.737199,18295.17005624369,119513
2025-10-25 20:52:21.737199,18288.162889817806,95837
2025-10-25 20:57:21.737199,18230.87103394451,59079
2025-10-25 21:02:21.737199,18227.675894320684,120571
2025-10-25 21:07:21.737199,18226.0727216758,102608
2025-10-25 21:12:21.737199,18205.24276551941,93159
2025-10-25 21:17:21.737199,18163.15137919856,88694
2025-10-25 21:22:21.737199,18225.850256488593,106224
2025-10-25 21:27:21.737199,18214.890725962603,86082
2025-10-25 21:32:21.737199,18211.58428397052,88419
2025-10-25 21:37:21.737199,18195.396307108862,75027
2025-10-25 21:42:21.737199,18227.14409434944,86352
2025-10-25 21:47:21.737199,18214.399574383246,112617
2025-10-25 21:52:21.737199,18200.754387166686,72376
2025-10-25 21:57:21.737199,18224.930239102567,123041
2025-10-25 22:02:21.737199,18231.520200881085,76420
2025-10-25 22:07:21.737199,18195.27068483099,102998
2025-10-25 22:12:21.737199,18189.58388598255,109698
2025-10-25 22:17:21.737199,18131.321518199737,116492
2025-10-25 22:22:21.737199,18073.55715526818,116497
2025-10-25 22:27:21.737199,18126.020364933087,98319
2025-10-25 22:32:21.737199,18166.03699198579,96568
2025-10-25 22:37:21.737199,18168.68814710865,111930
2025-10-25 22:42:21.737199,18198.59893761275,105560
2025-10-25 22:47:21.737199,18178.50537481258,93083
2025-10-25 22:52:21.737199,18282.22910852269,107419
2025-10-25 22:57:21.737199,18304.770328209754,96657
2025-10-25 23:02:21.737199,18301.748361724203,87989
2025-10-25 23:07:21.737199,18285.521090136863,92433
2025-10-25 23:12:21.737199,18242.787962588114,109728
2025-10-25 23:17:21.737199,18246.9032950126,81438
2025-10-25 23:22:21.737199,18230.17867680016,122126
2025-10-25 23:27:21.737199,18186.240711053808,88854
2025-10-25 23:32:21.737199,18168.69053983501,54802
2025-10-25 23:37:21.737199,18118.235606420832,111050
2025-10-25 23:42:21.737199,18164.791064225978,45970
2025-10-25 23:47:21.737199,18230.07601117959,79761
2025-10-25 23:52:21.737199,18220.71538430979,148449
2025-10-25 23:57:21.737199,18235.478456382392,121199
2025-10-26 00:02:21.737199,18241.747431201795,119547
2025-10-26 00:07:21.737199,18226.915921053456,77623
2025-10-26 00:12:21.737199,18260.81305994789,96267
2025-10-26 00:17:21.737199,18279.01363273854,124828
2025-10-26 00:22:21.737199,18254.018632097108,112792
2025-10-26 00:27:21.737199,18252.892185863042,122717
2025-10-26 00:32:21.737199,18217.019081091505,135630
2025-10-26 00:37:21.737199,18195.352467996865,113202
2025-10-26 00:42:21.737199,18194.668034611495,75386
2025-10-26 00:47:21.737199,18262.277545854056,111967
2025-10-26 00:52:21.737199,18215.48311238048,95289
2025-10-26 00:57:21.737199,18252.553143405934,74182
2025-10-26 01:02:21.737199,18256.748496987224,117891
2025-10-26 01:07:21.737199,18217.53344437399,124041
2025-10-26 01:12:21.737199,18188.668798956835,98122
2025-10-26 01:17:21.737199,18189.305902040276,106409
2025-10-26 01:22:21.737199,18178.18410229634,58546
2025-10-26 01:27:21.737199,18156.616947474326,122475
2025-10-26 01:32:21.737199,18164.630672036496,115865
2025-10-26 01:37:21.737199,18172.033327153375,105004
2025-10-26 01:42:21.737199,18142.686834690212,74951
2025-10-26 01:47:21.737199,18134.78146743277,67112
2025-10-26 01:52:21.737199,18100.4173687556,140531
2025-10-26 01:57:21.737199,18138.22827705946,80008
2025-10-26 02:02:21.737199,18137.71223206158,102683
